Length (mm),Width (mm),Height (mm),Frequency (GHz),Substrate Material,Gain (dB),Feed Position,Bandwidth (MHz),Directivity (dB)
59.38604104299275,48.356317201237566,7.785657132371055,2.4432886550776884,Ceramic,-7.65912851285114,Center,80.81822879117493,6.520248531286481
72.27056779234239,50.62483218967079,8.244160991572947,7.062808757274169,PTFE,2.1012743460545185,Center,67.65109924862755,5.613496271106682
68.67651335523405,24.726143907250226,1.1620590004040905,2.6132793016535265,Ceramic,-9.356637118323691,Center,57.72609508401267,12.807615860684399
30.18423785145038,81.53285938749364,9.665293213666232,7.245546314591412,Ceramic,1.1125516164028202,Center,52.947273131781486,9.598004237693202
74.09612992127823,72.43140032033398,7.540038928632909,3.066383446785718,FR4,-4.73115928771392,Center,47.90946132343962,5.581637955054758
31.352417874712007,29.86926515098844,3.7427598584752,2.05796170135198,FR4,-15.777211054203637,Center,94.36233153982607,14.948663171697671
39.285972834334096,17.414294105425842,8.464551983729622,2.487560411286617,Ceramic,-13.733093400450628,Edge,86.44955262301833,5.577805609963667
77.18422646062217,71.24493718672417,3.5336907857343696,1.0179292169716323,Ceramic,-12.442822764283692,Center,97.20215285332101,11.950352288585531
68.46696091424931,68.90600928530216,8.85478455609515,7.468656560681772,FR4,2.4413186880047046,Edge,29.943777878843576,14.836789252634135
86.43010694447601,34.59335742983884,2.013223513707433,7.591609441525412,Ceramic,2.363254790278914,Center,78.46939801629154,7.391801042159257
69.18516030703091,95.57772060253691,7.333173797147162,5.634400149219335,PTFE,2.709124718734987,Center,95.06723654568303,6.422493686871961
61.147774300192445,23.59521026028102,5.866286289804193,2.4522652094984534,PTFE,-11.128131431757396,Center,34.498645293252814,6.2138493942242885
18.430729104528325,48.91013209383417,1.8688102317589677,1.7519890375962075,PTFE,-16.09148401996403,Edge,25.3197013893422,8.032751475675955
43.09442227534902,94.9254328150839,3.177044454329551,1.172160697935583,Ceramic,-12.5022203992971,Edge,79.28965194320472,6.010458110106467
33.86821309135529,47.775458523351006,1.111636326495833,2.4917335926869866,FR4,-11.740908970994813,Edge,65.95784905439295,11.92161341694132
31.95906790411752,67.4673352897677,5.218911689180553,9.01769981484832,Ceramic,2.4387921041631584,Edge,87.34630214066176,5.622917981300627
97.57094992772012,45.78349581665149,3.711387346840003,3.173831575315136,Ceramic,-3.468027635386865,Center,31.18179013010316,10.094221281497898
45.37879522000844,34.67936821138031,6.38521735867983,4.188441944954941,FR4,-7.350621203874476,Edge,83.62138494879122,14.966968538529768
90.2841899659402,98.55798831638454,3.675140269377555,1.9481093603319983,FR4,-6.475610565872618,Center,36.13018560381956,13.139702695060189
66.80247633975367,46.84006056835387,3.699272003562862,3.0012517427335323,FR4,-7.2607639869271985,Center,33.09247542925636,11.152194382310109
81.53301731874836,90.4689283311221,7.6887387885844305,5.673021137021846,PTFE,3.2430924146785136,Edge,33.14126383447943,8.062536207866117
55.23733837946729,30.69591453019776,1.4332855238051811,6.469774147860873,Ceramic,-1.4890843874514237,Edge,85.16597761851057,11.238958362916385
61.92134961637232,29.1794233622575,9.126054956727884,3.2081708274958998,FR4,-9.06659169580535,Edge,73.215777655696,10.270414639116517
54.32659244369775,12.802067459606022,8.670374869520632,1.5195894330260549,Ceramic,-17.942548934875763,Edge,61.845233981529546,9.260833838903714
27.571868901824004,68.65001428382965,7.0102421490376585,4.519295822146588,PTFE,-4.639041454090083,Edge,48.7064387298802,6.307103767401995
75.02069037353547,43.1673709351385,6.338994130966459,3.107830338337007,PTFE,-5.559012630211953,Edge,90.17604326504866,13.866042152404667
35.26951261967702,87.79224248556733,9.03072248325687,2.9759853090682173,FR4,-7.379740923840623,Edge,51.395608593810834,9.497846488213225
12.188436978830843,52.58889160224015,2.66797161575843,9.638765224421098,FR4,-4.012064212974311,Edge,85.32795515772617,6.946225118207651
68.09250663164511,97.13740851232497,1.7107224597174575,6.546704373331517,Ceramic,4.525312949574914,Center,55.13079268561747,8.677593508772896
25.939961146634403,26.697296413280903,3.155591529185843,6.011905988548863,FR4,-7.776302930868891,Edge,50.155554353992606,9.141297525289271
94.64127259176227,88.17608511600497,8.151204508301714,4.741975931709897,Ceramic,2.7335007499501884,Edge,57.01438285356851,13.275378955668742
95.85357193023286,79.89371675125676,1.31203240053835,4.8604990008712985,FR4,0.8139138411511692,Center,44.110229933131365,12.336143805614022
92.33779511984037,79.38296601796468,6.245261515751407,5.868145034542727,Ceramic,4.0210849994856845,Edge,79.80875041410009,12.693048936413398
43.31428302299,86.03049053051988,9.95893764572179,7.267868263324965,Ceramic,2.9409762259411654,Center,60.217631207398334,5.110312644286472
11.391095487598069,78.4921591848699,8.701264844537855,7.319314865636465,Ceramic,-3.19667371162787,Center,38.57701561174538,9.161539981797615
93.54867063289528,66.35982894682738,5.693011201392305,2.5452451693490463,Ceramic,-3.955978780107672,Edge,91.96596586196547,9.813441516353237
48.53657334855829,21.81203899141488,1.572768183579781,5.501014768689643,PTFE,-5.455015230992759,Center,50.711297709856915,5.191922768230567
96.99893371393026,12.927356154212672,8.482361629471388,4.7076228553069175,Ceramic,-5.561200005038406,Center,63.48422888911909,7.598132087450342
96.72579793803276,92.87630630341182,6.390806573594895,8.834742696424458,FR4,6.697438084300607,Center,92.51776887716376,12.60289823122135
86.7708509920624,65.49852830686643,2.0343969735361016,6.682770290965387,PTFE,3.5336594266717287,Center,69.93903967311937,6.37109705728999
36.50040028626271,81.68835618785587,1.844715563410206,5.792536597743836,PTFE,-0.5095716560452477,Edge,29.351843256669127,10.353101314525917
44.65879557417328,53.3370116361295,9.186641374929332,2.0385517796102564,Ceramic,-10.044208202290797,Center,95.18656988907802,7.152018720172375
86.60230043651713,20.557737006615504,7.022802366442706,6.450741003910703,PTFE,-1.8142857734993607,Edge,70.21664424571343,5.121207746438933
38.522980464064986,21.26672129822954,8.4635811938508,2.054835151122101,Ceramic,-14.610256071119345,Center,46.79244917256689,7.412014575995415
25.254347201748324,71.70087585060742,8.910810102540406,4.034859180091768,FR4,-7.0657388718658245,Center,31.141765813070982,14.758737549100537
60.11211362125152,48.72753054095164,6.1459511684349,2.2855776833289867,Ceramic,-8.152716252581298,Center,83.52201514162368,13.015371118829895
94.25392967447029,28.047225403030303,5.657017165795372,7.22866282321932,PTFE,0.891527839522779,Center,69.60582047428107,14.595766443210334
72.64268170074757,54.24350920672932,4.873846692888912,2.856269024525373,FR4,-6.689533926699898,Edge,62.67688735810572,9.878540439263624
61.30550530804285,15.778804336762068,3.8525192901200738,4.526734358692234,Ceramic,-7.028564134977912,Edge,91.51140664407662,6.097361986775035
18.74588443936917,62.37742617229589,4.911363647728406,9.061072998569008,FR4,-1.9379861430686416,Center,83.08777689796246,10.47959488973693
65.35065040292528,34.209406399158794,7.964916901571407,2.8388474505907326,FR4,-9.204116949436624,Center,32.1339903786201,9.54377334559961
99.10484650938368,81.78031905734693,6.417310879136184,5.570245575629012,PTFE,3.493398560772654,Edge,44.93776542364386,13.44357082739616
22.60756137128716,37.93257630312164,9.032709609593615,4.773444950494199,FR4,-8.851613635882831,Center,39.87913118515726,5.980825807842446
56.64966871273631,50.9698134173621,4.99042012941269,1.1631163694115676,PTFE,-14.593957683574626,Center,79.51570340581415,9.882411370217781
88.96357647351599,11.045848591729058,6.463806208468786,8.134823022155315,FR4,-3.6298372112410298,Center,22.682594778862352,6.500486646939843
76.6691755978784,16.5202199015103,6.681767977827898,1.6214131568313976,Ceramic,-14.775759971369824,Edge,65.59117478970532,8.2467592689006
72.73141668957412,45.32442007660163,6.32527446075693,5.268295188792583,FR4,-2.146967540157654,Edge,80.99669485925524,12.373570773877997
73.22356755883983,53.19449512454111,7.323703957769647,6.0461046544505495,Ceramic,1.5346889639284498,Edge,90.14125094093995,9.760181293687666
42.35420360977797,64.00184933073734,3.1369012153732565,6.655838109531284,Ceramic,0.7949454322364344,Center,47.366539897272595,8.758882851457694
36.4232659838044,36.24963208383729,5.611273997912116,7.197684663770881,FR4,-3.4102313879051342,Center,85.70058437376103,8.944762785700354
82.84250399306623,72.54836975138883,1.938023225275129,3.2794514517044355,Ceramic,-1.8951671268478365,Edge,28.850538956416578,9.594467684059866
82.91020552112627,87.41101574702842,4.460601948803313,1.0898089899260444,FR4,-12.41216328212281,Edge,87.71618333876145,12.850165438370569
88.03650867220934,80.18658900040148,5.38900361759138,7.510992961194208,FR4,4.240680017407035,Edge,30.199092986558593,13.920846889402345
92.19164973008242,13.565694281352144,6.870018335909252,5.820909394128208,Ceramic,-3.7288470935318383,Edge,51.78298324482938,14.553346865039282
56.0208158974844,53.24562525320461,9.55477947327583,8.52505932886524,Ceramic,3.3602818108115606,Center,83.78362926236429,12.86903386255295
55.13646652184797,19.44371605763574,6.405859598935203,8.392495266106248,PTFE,-1.7315211178315526,Edge,31.993394187901902,8.154068957480128
81.84656610700976,31.78405142762747,7.692345245589038,8.58993551009095,Ceramic,2.8318952460529485,Center,38.34011161861132,11.881347060865421
68.49675376999886,98.79963339404318,5.556394535456825,5.365851939815862,PTFE,2.385501703338304,Edge,77.7802054714453,9.37603124055392
73.17701895319331,22.824598861136188,6.706936282386982,4.002655562531791,Ceramic,-5.725256935329542,Center,77.60292292368595,7.5467062204605115
81.6213402492491,54.899933810622045,1.638389945203961,8.124023823322329,FR4,2.948266601133996,Edge,71.29181063082379,13.408715794259226
90.10048076358096,65.63401608863072,3.289524227576623,5.061647017263295,Ceramic,1.804397986913845,Edge,75.515875557368,5.38426348962325
40.41956411663823,73.22184734896936,4.256677838846248,2.6509797676309104,FR4,-8.580461251725142,Edge,63.417955467807694,14.017619921354235
43.80246573759496,60.36838151382227,5.252440195058622,8.69476617605327,FR4,1.2473264650425646,Edge,40.14392471255622,9.61477464624734
18.45837458567821,10.87937626772653,1.4108387095214536,8.943038890951126,FR4,-9.70323567895137,Center,47.65567948031355,11.372014768082805
62.045212689655656,39.38151774195927,2.2602168779798597,5.196787805261531,PTFE,-2.3168182697106623,Edge,34.527817344114055,11.593539222057828
13.234804641706788,56.59404790462403,3.491328770121752,1.6812975457880872,Ceramic,-16.742225487764863,Center,92.67604490669027,13.951177407065364
51.90382163192142,17.907984923035002,9.743794218109455,4.490434809252381,FR4,-9.032684116073902,Center,66.67134358128963,11.366696821672074
58.83801712368189,41.55642380882627,3.9821230639274567,8.231838935163431,FR4,0.4319866478138437,Center,52.06811334109119,11.139335847600618
35.7887126915456,12.98827979122299,5.338369523008743,9.115966256916058,PTFE,-4.642493917506791,Center,56.96046429153061,5.666520405606899
63.174993451210966,17.072064743951866,2.764879414645536,2.831254682478362,Ceramic,-10.632108700960474,Edge,95.78266716894522,10.18408021945204
12.745022494514448,45.72309485814365,6.497020639681915,1.6027625082274437,Ceramic,-18.24785425128207,Center,32.26811224928642,6.501690008170416
13.361336987429295,21.94441786387543,3.5261489396437686,8.896154078195547,PTFE,-6.855739482039281,Center,66.89838656134378,12.374337687214856
84.03405045936924,61.07867634354023,2.8629332059458408,4.504644450809877,PTFE,-0.334865724959746,Center,60.47109431075728,10.122219208126744
42.41715772701366,72.05184722235391,5.649153656013811,5.87584867840807,Ceramic,0.2332788921550757,Edge,68.91633883477184,11.802277792083533
21.435446138669636,82.05280291981745,1.0495521924437874,9.71259230845683,PTFE,1.6874374436574064,Edge,21.44881470566724,5.416729006023843
57.0018934049324,28.01352198203291,1.0689762938430278,1.5990825512280056,Ceramic,-13.890012358929024,Edge,89.76991271553212,5.847920160458032
79.29941977887498,25.07343240331628,2.97161928191672,6.83486206706886,Ceramic,-0.3205669081098109,Edge,94.56946259868899,12.163233880626823
29.423892474715885,19.411105630096024,1.3304922625073905,1.6669488031738036,FR4,-19.75496338127289,Center,65.21065468713672,5.720843359986734
66.06014282371002,67.2787224589273,1.9722317871762225,4.379220356198504,FR4,-2.454804169423235,Center,75.73206591015138,5.712567277652586
17.68127184943912,73.5828153838211,4.049745844048765,8.234330906741022,Ceramic,-0.544534666396684,Edge,93.79995049418366,5.1210847523488745
14.651354905174692,12.842753034307783,8.223271116218315,4.90125009480071,Ceramic,-13.448503528607365,Center,76.57909074507188,14.5650139829948
57.82191684113332,94.25910216193208,6.148437790323707,9.974641185126554,Ceramic,7.342103472467034,Center,32.20312343314091,12.37508359459007
58.65716094490959,14.677415528632515,5.614009533607748,6.031533564519419,Ceramic,-5.041738735614533,Center,66.10306881334506,8.532514085020642
67.3686911348386,58.71667017709634,3.641399408873095,3.890459373723581,Ceramic,-2.2277870237006447,Edge,68.53720371062848,7.9653558128765525
75.34822003503955,73.81544675058248,9.385783474895348,2.981001933142778,Ceramic,-3.0605523474991663,Edge,53.93045370419088,8.497032297458496
97.82668715162812,88.3872211371477,4.573135371134725,4.154684808575457,PTFE,1.2277046824605706,Center,78.91553884997782,12.746535311811819
56.46703134710758,74.2678238919185,1.7838349011619434,4.352799463835957,Ceramic,-0.9986702619279546,Edge,94.74936118152118,11.613706110704143
39.06608256471213,82.15552747628126,6.553598645060212,1.6184230995156488,PTFE,-11.265317336299356,Edge,94.04548103254211,6.851955678674679
81.56675752918333,40.55051732885255,2.0245455412894127,4.326167794840958,PTFE,-2.5943620490097574,Edge,56.06714971233057,6.741093353340844
34.374902613586684,83.3342602371861,4.107008285215229,5.178146677653024,Ceramic,-1.1458624258540142,Edge,29.05904366726042,5.983956497133973
49.507427863507246,17.210336174620764,5.56670744846028,7.504639770149242,Ceramic,-3.1888058198371514,Edge,98.78729591698676,11.603027197013382
17.061074320803936,90.53349904544748,8.868002722166583,6.910565362494472,PTFE,-1.833096837265498,Center,87.11184691567473,12.64372662221736
12.281566907391175,59.28331385383626,5.441919223061068,7.378890897062388,PTFE,-4.529840938434816,Edge,29.97301449626135,7.65046428325004
96.63835732101326,83.55679929662443,7.320328894284978,1.075273136891714,Ceramic,-10.298310729489211,Center,93.66735060938979,5.209449610309128
85.23821084609853,50.70864560664701,9.935351550991632,2.9590065962248246,Ceramic,-4.219917971456416,Center,89.59170896497027,5.821716674764273
72.63767854843282,67.92199256768725,2.1834020790818345,6.955158595598708,PTFE,3.26633926420262,Edge,61.50704457008577,14.678600348450304
46.80576499728429,57.37623948425019,3.472583729675676,5.3559043136177245,PTFE,-1.6445547510065976,Center,67.30203485959434,7.954447774774202
25.59648880637612,75.84305695797987,4.551184680378817,1.0478212810151135,PTFE,-17.224818685502786,Center,51.920216309610424,12.692231478381336
24.079333840397744,17.34669838275306,4.796453606849482,8.240451781886401,FR4,-7.233279189319032,Center,24.380931105762507,11.246635688542638
32.52186083481358,15.431687559150742,4.699189677389912,7.955286159613037,PTFE,-5.492521011320742,Edge,46.815779331672076,8.819396396528958
59.43039982355084,32.23929106091318,9.168499023008994,5.935772466942064,FR4,-3.467426339044236,Edge,84.22827588784091,7.056872621955551
74.31363304300561,24.359021210186956,7.426293800201708,1.598169931986449,Ceramic,-13.350257616714638,Center,20.37056184036823,6.213864181594064
69.41776390459582,88.46052099329815,6.471146926816334,7.898635445793261,Ceramic,5.833242525021892,Edge,46.679933735291534,11.150129680388666
35.19405072513486,29.72925886222399,3.784354460765039,6.253422289582275,PTFE,-4.392636696403837,Edge,51.85349548727547,12.74633780637788
95.93787525968747,97.82787302372182,8.414113457991652,8.037639794421633,Ceramic,7.8270978598814365,Edge,62.99164823503383,11.439042535411307
76.41072250261917,40.320621259399616,9.5955446033649,7.765722931562564,Ceramic,2.690453043936525,Edge,93.58844931302085,10.303021332491582
59.891864726026064,26.390612411982936,8.390784542952039,8.227018647620534,Ceramic,0.2930226682087119,Center,47.707679549276904,5.419512234316363
65.05486716109169,81.07286564282312,1.014085946723256,5.662072597641624,Ceramic,2.2810618543389487,Center,47.75625615169822,14.684887775943839
47.764005618501095,69.28369979507886,6.727612331650663,2.262920663741635,FR4,-9.470207906777617,Edge,79.00009984877987,12.987141916545745
32.29578905510417,54.837614480782506,1.4602184329789063,7.040417260417198,FR4,-2.3267000726463856,Edge,56.17743527118457,7.928220367009647
42.03754107861354,59.982719584386814,3.318464983003497,6.584264065467735,PTFE,-0.124745848509568,Center,37.96838583519856,14.799703293588507
78.20614994179321,74.72816004450374,1.5357223031299452,7.680278684791784,PTFE,4.863266310659585,Center,56.195161290615474,11.018815896363222
11.295413976678027,30.560926719816884,6.43415907654449,2.5289290544566176,PTFE,-17.07210558514582,Edge,31.26856163038399,10.824226582072464
20.446537645622463,99.67005244510678,7.179309221433461,2.754776799102603,Ceramic,-8.106427034051677,Center,34.110958920497865,12.480731794295322
14.140237781957747,97.73138459321048,2.030388742593146,9.013685654973957,Ceramic,0.5029558087641419,Edge,59.869421819158376,13.117697880901375
13.665592208707311,68.52931177122431,4.454549947404815,7.749800186068637,FR4,-4.260054214726074,Edge,53.514035960363834,11.564786073315027
86.99145256099065,27.958820583623066,5.106128580599878,9.174056398302906,FR4,1.3502698207879082,Center,93.187672085448,6.280957463662
73.32920734420213,71.22054181881622,4.321477195848249,7.8284378904752865,PTFE,4.54079961952666,Center,48.99151192933065,8.382675059944983
52.67564461785927,16.497856808125825,2.089225004366737,6.374397753912717,FR4,-6.281755514497166,Edge,66.44706802224349,14.280836403260498
18.80507445859013,12.758725198522546,4.770530111687279,6.887194633250863,FR4,-11.199242053611634,Edge,70.58114303356243,7.2461561184385195
54.24542876051491,33.19145996600923,7.760602430275763,9.00215131546009,FR4,-0.120091397410388,Center,21.04755652706669,8.721670238375133
52.61245937025091,51.63606610653847,1.639068980799299,6.209260790607464,FR4,-1.559697061240224,Edge,73.08298976133685,9.32076882944196
25.58816829190137,88.14452548675425,1.7216201267371312,6.691521918955487,FR4,-1.7180690674667218,Center,34.24287734958011,9.394049896944523
49.04664843141757,75.44521627896772,4.192941626523858,2.408290444032405,PTFE,-7.194937542253072,Edge,96.88562539755641,11.129395824945256
45.86542609576361,76.84358690799829,9.475531404570326,5.265290981044925,PTFE,-0.6121470718442005,Center,31.893018220249036,14.430758377447075
65.42650882469948,48.29440010032678,7.017153820506227,7.44757400762289,FR4,0.6758891865854733,Center,53.1699298981619,7.40692711832505
67.15842857808795,41.13414932922666,7.108029610053083,3.4384842848472887,PTFE,-5.371153888609714,Center,26.82797344629151,6.21501376300918
14.077360879484006,43.393488668614246,4.257279917540785,2.820287624720814,Ceramic,-13.134673852934196,Edge,99.74994014767579,6.974704898599374
43.71513531638241,98.8884607362452,6.342947120876846,3.82444127401974,FR4,-3.751778220900612,Edge,60.175600826499405,13.869249002092696
66.32739241428128,13.609827227123423,1.0911806562496904,3.173505651935501,Ceramic,-10.413759119272123,Center,67.6308013856035,11.45810812655206
55.28226327220789,88.03283465102037,6.72486441768588,2.934213733327563,PTFE,-4.289385303616733,Edge,25.3661181910742,7.859067892391601
87.08408570694901,62.080786771515406,9.21958252818613,4.823657585812782,PTFE,0.4849642879025002,Center,79.99683763193423,13.159469389686173
69.28242684570506,49.47538772706314,6.513161215103373,9.170546624951808,Ceramic,4.598027447334236,Center,36.792447447646865,13.61369996363436
24.664098437328672,75.27318943736229,8.863287341197106,5.563536820648465,PTFE,-2.917450259847647,Edge,91.84434315525709,13.465143386902781
16.351187266038686,53.80020472822326,7.515757499194844,2.691283427337907,FR4,-13.718391641943692,Edge,36.41117123856057,14.189265336395545
67.8177350385684,88.60809142734945,2.085025747633212,1.6927450244278668,Ceramic,-7.640002447520972,Center,35.255017653093326,7.522410201733615
12.386017948745964,91.06316776101326,9.122079765572575,7.265405306241327,FR4,-4.012971067320067,Edge,22.923973427847592,12.550419287462784
62.7198023146117,47.95488341861099,1.597994599201974,4.445188879927491,Ceramic,-2.2598204114089864,Edge,57.765355608799936,9.6053949727414
94.62072172824618,34.914501751154646,5.805707252929874,8.396478519268234,PTFE,3.160339452284509,Center,65.18729066100931,13.419985528900614
61.79267600882911,63.3115295734026,2.279234114141119,6.935596917766931,Ceramic,2.745874991095261,Center,25.25669115426819,12.284906771616132
44.935293358586975,92.11270110550218,1.1053594965781366,8.166173054872317,Ceramic,4.409442572432335,Edge,82.04220933560084,12.764474464997246
67.89593965981179,28.95959701050999,4.798308341148751,3.4475143547660387,FR4,-8.07442775406721,Center,56.26310677984221,11.561618376810715
51.2427601442365,66.06699252071346,3.6553663688874063,7.231230302149523,PTFE,1.96888916141728,Center,61.951221546206405,6.774287694697069
59.10551103843415,66.84041980832686,5.374004444178427,3.376557862243469,FR4,-5.224757206648237,Edge,55.26101975505825,10.450269188969383
94.73183278988726,75.98017201737528,6.194798980610957,9.451616315052624,PTFE,7.570558563285346,Center,52.06104487002608,14.846697395245082
44.74923740206968,21.841091661453383,1.393651650780526,6.7273685338003695,FR4,-5.303408398482191,Center,64.77122650465743,14.373880664971189
96.50715074415228,74.42424682138797,2.1070296561137107,3.920606201578079,Ceramic,0.4298038713139249,Edge,32.419219674457,5.431737357970117
91.48155777604572,91.81292685990768,6.027781568053828,3.425606760630454,FR4,-1.8237886136965555,Edge,34.55425043962169,6.648148157294371
27.62120213103668,26.171479798321776,4.088506178553924,2.718339265644792,PTFE,-13.23474350162418,Center,88.94284968108138,6.317287734545619
16.24251707876489,31.378899243148982,7.562561387945032,7.25176863004355,PTFE,-6.229736069959082,Center,95.68923697069062,12.259799099852955
19.0700201239684,97.42555846374756,6.8706248373274565,2.968440516981346,Ceramic,-7.85919243217,Edge,49.864745302380236,13.17785329856945
11.639964308639476,26.28792574385408,8.610439266909161,6.357729393347402,PTFE,-9.58840476633623,Edge,41.6595738514843,7.135113663106719
18.49986646803356,86.89465840326213,7.2324354400230275,3.381715242328216,FR4,-9.1165551511829,Edge,71.51996345912126,10.05852692951829
71.47060960747211,54.30500708032313,4.869379696511333,6.9577205031448175,Ceramic,2.739013187335753,Edge,52.698733687847714,13.407030280112
16.40697836142061,32.25079669628593,7.056699601549892,8.334457556864852,PTFE,-4.858287910028122,Center,22.03090845282759,12.328015447662505
38.70780672643852,88.36749111452603,3.478430568298766,8.002227188301879,PTFE,2.893603205669039,Edge,32.49220778929523,10.422372054918483
86.03877798725091,50.07747295023989,3.756821489003914,7.847661978377036,FR4,2.4772595633331127,Edge,77.2777783077918,10.903476904587729
12.094474216224327,56.33356185367212,8.10086643928714,2.6895016512302687,FR4,-14.833934239087656,Center,72.71391535281211,10.0836054691628
83.30216343300422,42.33100324597891,5.01777564761424,1.7954645228606685,Ceramic,-9.44331501660714,Edge,22.16767940027868,7.9754845131882055
35.36692972960599,63.36557662914347,8.185423064665173,7.290539456386471,PTFE,0.2481755780456411,Center,37.75777295463595,10.650219928590161
20.634834485949064,24.717148532652047,8.401801363014506,4.315124924149162,FR4,-11.985051555830754,Edge,38.48598372704571,11.888853020500907
72.70634488277355,45.19733829865847,8.718061038951554,4.891116037630126,Ceramic,-1.0449889569631734,Edge,73.75141948789827,13.733229158608077
66.60485621018955,97.24710901017588,9.249717122570866,1.2803418351405196,PTFE,-10.251180554560955,Edge,21.57684302034913,11.36291353979248
88.97248121743476,33.23200894310148,4.878866984619666,3.3361880434754427,PTFE,-5.338391811419082,Center,28.32868655876591,12.61121537043158
76.15639394234972,69.1062998087163,3.8698013648902494,1.303087634870176,Ceramic,-10.488287408409931,Center,83.99328682985515,6.6007163495457295
82.31328373463637,39.267105780222536,6.2397887193470245,8.912671953411229,Ceramic,4.09514663447001,Edge,34.28357296434669,9.615574744197898
35.38311153141758,79.61258131179406,4.340551810938648,3.190570148966774,FR4,-7.185769369964574,Center,72.21968862814998,5.093316198270933
25.96955894017505,21.778629464651484,6.4096675012020965,6.016034526157073,PTFE,-7.400367626557356,Center,39.05462248373812,7.46678864521623
77.55532764767725,97.28389405706902,7.350272763794422,1.3508138859501737,PTFE,-9.123089065863155,Center,27.955311420747613,12.264617151130048
82.61512653405376,50.841058724527535,7.195645166429232,7.001626521750922,PTFE,2.625195178647456,Center,39.453775279956325,14.918099513493635
99.1454627800606,31.24454170118176,4.370975983181092,3.907246111786845,Ceramic,-3.2521146163549624,Center,77.78135454845273,5.991780995872159
47.13559092202839,16.614707259701138,2.501741815288775,9.081272682618993,FR4,-3.6595617652030743,Center,88.45571744850287,9.014943158612883
43.481627721350485,25.27821145787867,4.874764046159868,8.993063700406323,PTFE,-1.022850472433442,Edge,86.41758916535933,13.000709686991595
79.87716646677971,56.77965537004159,2.283347296737179,3.92761556525573,Ceramic,-1.5512665236634384,Edge,51.77468236947639,7.040356346288989
40.672318622771606,40.33028587881577,9.010873316654274,9.108648061214213,PTFE,0.8268555351581954,Center,73.44681092565169,10.550849493022863
93.76815930432082,84.59950292943485,4.112897146640717,9.96541906148901,FR4,7.203230753973196,Edge,36.39874363326568,12.330712960296747
87.25714766587106,48.779877129562536,2.390137725009914,8.428740977115533,PTFE,4.294146074559403,Edge,43.45181842088106,11.15985450260179
48.609462463751655,32.384284532886696,1.229029839151758,8.60384212979706,FR4,-1.096512678750632,Edge,91.70686548168958,6.880247346154161
77.57839610123476,65.5430487943627,6.812401476578359,3.2410786249818093,FR4,-4.484446900983988,Edge,21.04015388085888,8.553845686857393
77.90885866762142,73.60994951969013,6.732120857092689,6.190321589719807,PTFE,2.907972623771282,Center,26.840682468357446,12.837917844853973
19.281148195233936,25.033771711085485,4.065437499231625,1.605303225706311,PTFE,-19.563791855929093,Edge,36.630900411682184,10.542265141320167
91.229761601161,25.08572946594859,1.6454069996288592,1.8542614313950276,FR4,-12.801860545373794,Edge,22.122576309905575,5.052296135429128
55.472713520307146,13.300428424018868,4.686660054057088,9.990033508299616,Ceramic,-1.3292106928485063,Center,34.51483480718379,12.609907600280938
84.38117194969675,76.27618135590765,3.800957455570542,3.939753244833199,FR4,-1.7651871972065825,Center,66.64332487757537,5.353113549402391
38.804464092755055,69.74240748596246,7.094085757615084,7.733655208439617,PTFE,1.5799571437987272,Edge,53.713964047399834,12.457337827312323
90.59709056465805,52.71677881748325,6.452013245074213,8.259985477241347,PTFE,4.618691614626291,Edge,91.41373688615799,7.024805601652374
45.02815108607468,85.97534040722775,4.28134355377786,8.722209439065063,Ceramic,4.691110402830278,Edge,85.39548493907527,14.580734801193802
10.975388633226853,82.51031376550479,2.961032988294911,9.978654676619408,FR4,-2.2101912587907946,Edge,47.34538813583008,8.679407513020845
91.48437787773372,62.6818927957077,9.892323695400329,3.1734683673118105,FR4,-4.145338702802027,Edge,40.7538746745034,8.269316163380791
18.21580091075202,88.14441524619328,5.086014590765034,1.3631574417372974,FR4,-17.013561494405515,Edge,50.375392653381354,6.488880503324447
38.73822738313734,28.52570890330914,7.194468122022133,4.700723661951274,PTFE,-6.634468896194905,Center,67.22359540118461,8.056042154902148
95.50557703457244,20.072765745795508,2.264976708205247,2.1707260284605225,FR4,-12.202452823340751,Edge,41.4450912658301,13.766507618282006
95.55464322438004,34.277465036529065,5.37030729693458,1.2018330024584962,Ceramic,-13.250512569578724,Edge,69.93191262793073,14.963343376272473
61.60940993109575,15.137817048038336,1.2478304788251893,4.243841444273375,PTFE,-8.259239215753803,Center,52.752932175299236,8.683095305068484
66.86534909528194,57.80525752009288,5.549096061194049,8.053644259677128,PTFE,3.480008188319472,Center,64.16377446815842,9.486106309545425
50.36009697804878,94.29451230654654,9.67615666405932,6.095626221025638,FR4,0.70518374479083,Center,54.890122330825335,12.220709382027371
36.388969452825805,13.540918660165868,4.457860416872202,3.8150019028931865,Ceramic,-11.443925964646729,Center,43.55726076335341,13.861957804650745
39.57980908329243,20.98989226090241,1.3509641131742045,6.889078049434477,PTFE,-4.553464078420545,Edge,95.87626455697253,10.930443341867841
70.52666104693346,50.697912545509176,1.2786021182740916,3.0881636227792963,PTFE,-5.184085153478528,Edge,81.08846353278086,8.915256981778294
77.7137076493912,94.04875157751144,4.4918808395218255,1.1294330146487652,FR4,-12.065196377566128,Edge,31.209054061316202,9.126218408486238
81.24211393532637,38.45404944790755,2.4402244281687464,7.8791804779278465,FR4,1.1159413347588991,Edge,89.47743807183302,11.956181464968068
